No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,Accounts,FICO,FICO_Band,Utilization_Band,DTI_Band,DTI_Band_10pct,LoanAmount_Band,Asset_Band,Predicted_Chargeoff_Score
1,23,0,0,0,0,0,0,0,0,0,0,0,0,1429,3,3.0,0,801.0,0.3590491204367674,28929,0,1,5257.0,0,,,0.027688478689204606,1,,,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),1001-1500,0
1,23,0,0,0,0,0,1,0,0,0,0,0,0,775,3,1.0,0,257.0,0.2670189734181142,54744,0,1,8094.0,0,,,0.004694578401285986,1,,,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,1621,3,1.0,0,195.0,0.1814607313707215,19286,0,1,11941.0,0,,523.0,0.010110961319091569,1,Poor,521-530,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
0,23,0,0,1,0,0,0,0,1,0,0,1,0,867,0,0.0,0,143.0,0.1,26981,1,1,17172.0,1,,606.0,0.0053000259441829435,1,Fair,601-610,Low (10-30%),Target (<36%),<1%,Very High (>15K),501-1000,1
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2114,0,1.0,0,716.0,0.6829804494254678,43801,0,1,22502.0,0,,511.0,0.016346658752083285,1,Poor,511-520,High (60-100%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1142,2,2.0,0,738.0,0.1084170235195869,40502,0,1,10369.0,0,,,0.01822132240383191,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
1,20,0,0,1,0,0,0,1,1,0,1,0,1,494,3,2.0,0,510.4,0.2571344917146669,43743,1,1,5551.0,1,,,0.011668152618704707,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),<500,1
0,20,0,0,0,0,0,0,1,0,1,0,0,0,1759,0,2.0,0,733.6,0.0,51447,0,0,0.0,0,,618.0,0.014259334849456722,1,Fair,611-620,Very Low (<10%),Target (<36%),1–3%,No debt,1501-2000,0
1,20,0,0,0,0,0,1,1,1,1,1,0,0,1693,3,1.0,0,245.6,0.4779394482321319,24818,1,1,9067.8,1,,,0.009896043194455638,1,,,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),1501-2000,1
1,19,0,0,0,0,0,0,1,0,0,0,0,1,2650,1,0.0,1,358.40000000000003,0.0107786252997793,51709,1,0,0.0,0,,,0.006931095167185597,1,,,Very Low (<10%),Target (<36%),<1%,No debt,>2500,0
1,22,0,0,0,0,0,1,0,0,1,0,1,1,1855,2,1.0,0,525.0,0.4714828085967956,40218,0,1,19443.0,0,,,0.013053856482172162,1,,,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),1501-2000,0
1,23,0,0,0,0,0,0,1,0,0,0,1,0,1603,3,3.0,0,843.0,0.4052102941695459,31394,0,0,0.0,0,,,0.026852264763967636,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,21,0,0,1,0,0,0,0,1,0,1,0,0,1727,3,1.0,1,1231.2,0.3705822044226909,52555,0,0,0.0,0,,,0.02342688611930359,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
0,24,0,0,0,0,0,0,1,1,0,1,1,0,2521,2,0.0,0,852.0,0.5415894694761161,22511,0,0,0.0,0,,598.0,0.03784816312025232,1,Fair,591-600,Moderate (30-60%),Target (<36%),3–5%,No debt,>2500,0
0,25,0,0,1,0,0,1,0,1,0,0,0,0,380,2,0.0,0,969.0,0.5623545691547799,38673,0,0,0.0,1,,677.0,0.02505624078814677,1,Good,671-680,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,1
0,18,0,0,0,0,0,1,0,0,1,0,0,0,811,1,2.0,0,738.4000000000001,0.0650577956036884,53604,1,0,0.0,0,,502.0,0.013775091411088727,1,Poor,501-510,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,0
0,22,0,0,0,0,0,0,0,0,1,0,1,0,1056,2,2.0,0,806.0,0.4795223928390058,40107,0,1,10382.0,0,,634.0,0.020096242551175605,1,Fair,631-640,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,21,0,0,0,0,0,1,0,0,1,0,1,1,2597,0,1.0,0,120.0,0.2437784368281154,40580,0,0,0.0,0,,547.0,0.002957121734844751,1,Poor,541-550,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
1,25,0,0,1,0,0,0,1,1,0,0,1,0,1218,2,2.0,0,741.0,0.0363856110079082,21521,0,0,0.0,1,,,0.03443148552576553,1,,,Very Low (<10%),Target (<36%),3–5%,No debt,1001-1500,1
0,20,0,0,0,0,0,0,0,1,1,1,0,0,1338,0,2.0,0,297.6,0.2736014784415264,40631,0,1,6918.099999999999,1,,619.0,0.007324456695626493,1,Fair,611-620,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),1001-1500,1
1,21,0,0,0,0,0,0,0,1,0,1,1,0,1591,2,2.0,0,776.0,0.0,19376,0,0,0.0,0,,,0.040049545829892653,1,,,Very Low (<10%),Target (<36%),3–5%,No debt,1501-2000,0
1,20,0,0,0,0,0,0,1,1,0,1,0,0,484,0,2.0,0,720.8000000000001,0.3846653044495496,20637,1,1,8964.9,1,,,0.03492755729999516,1,,,Moderate (30-60%),Target (<36%),3–5%,Moderate (5K–10K),<500,1
1,25,0,0,1,0,0,1,1,1,1,1,0,0,2518,2,0.0,0,171.0,0.1738212460237075,49018,0,0,0.0,1,,,0.0034885144232730835,1,,,Low (10-30%),Target (<36%),<1%,No debt,>2500,1
1,18,0,0,0,0,0,0,0,1,0,0,0,0,898,0,2.0,0,352.8,0.3376992750334768,21081,0,1,2472.4,1,,,0.016735448982496088,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),501-1000,1
1,18,0,0,0,0,0,1,1,0,0,0,0,0,1861,1,1.0,0,562.4,0.1600987852806615,46432,0,0,0.0,0,,,0.012112336319779461,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,21,0,0,0,0,0,0,0,0,1,0,0,0,2700,0,0.0,0,763.2,0.1650751364639756,43444,0,1,2531.9,0,,537.0,0.017567443145198418,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),>2500,0
0,23,0,0,0,0,0,1,0,0,1,0,1,0,2552,3,2.0,0,44.0,0.1473469998529235,32306,0,0,0.0,0,,573.0,0.001361976103510184,1,Poor,571-580,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,22,0,0,0,0,0,1,0,0,0,0,0,0,2908,1,2.0,0,766.0,0.0542052384363397,48632,0,0,0.0,0,,504.0,0.015750945879256458,1,Poor,501-510,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
0,22,0,0,0,0,0,0,0,0,1,0,1,1,1938,0,1.0,0,929.0,0.3010080404323172,35562,1,1,10523.0,0,,648.0,0.026123390135537935,1,Fair,641-650,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
1,23,0,0,1,0,0,0,0,1,0,0,0,0,505,3,3.0,0,926.0,0.2308861850112623,28222,0,1,3634.0,0,,,0.032811281978598256,1,,,Low (10-30%),Target (<36%),3–5%,Low (1K–5K),501-1000,0
0,20,0,0,0,0,0,0,0,0,0,0,0,1,2877,3,1.0,0,615.2,0.0749115536313201,18594,1,0,0.0,0,,632.0,0.03308594170162418,1,Fair,631-640,Very Low (<10%),Target (<36%),3–5%,No debt,>2500,0
0,21,0,0,1,0,0,0,0,1,0,0,0,0,904,3,0.0,0,96.0,0.2375144610362299,30997,0,1,5471.9,1,,607.0,0.003097073910378424,1,Fair,601-610,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),501-1000,1
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2356,2,0.0,0,650.4000000000001,0.5803257745102299,39159,0,1,3059.7,0,,,0.016609208611047272,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),2001-2500,0
0,22,0,0,0,0,0,1,0,0,0,0,1,0,1107,2,2.0,0,855.0,0.1990942008923416,31788,1,0,0.0,0,,500.0,0.026896942242355604,1,Poor,491-500,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,25,0,0,1,0,0,0,0,0,0,0,0,0,1229,1,2.0,0,982.0,0.3935895633269687,20693,1,0,0.0,1,50.0,573.0,0.04745566133475088,1,Poor,571-580,Moderate (30-60%),Target (<36%),3–5%,No debt,1001-1500,1
0,22,0,0,0,0,0,0,0,0,1,0,0,0,2428,3,3.0,1,357.0,0.3318835479914813,54660,0,1,2111.0,0,,626.0,0.006531284302963776,1,Fair,621-630,Moderate (30-60%),Target (<36%),<1%,Low (1K–5K),2001-2500,0
1,18,0,0,0,0,0,1,0,0,0,0,0,1,1639,0,1.0,0,747.2,0.2153348611984252,39404,1,1,2098.6,0,,,0.01896254187392143,1,,,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),1501-2000,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2781,1,1.0,1,1107.0,0.0341091679544502,36179,0,1,11431.0,0,,666.0,0.03059786063738633,1,Fair,661-670,Very Low (<10%),Target (<36%),3–5%,High (10K–15K),>2500,0
0,22,0,0,0,0,0,0,0,1,0,1,0,0,2341,1,2.0,0,36.0,0.2939377198304296,38551,0,0,0.0,0,,540.0,0.0009338279162667636,1,Poor,531-540,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
0,24,0,0,0,0,0,0,0,0,1,0,0,0,1284,2,2.0,1,811.0,0.3685537515022917,42949,0,0,0.0,0,,557.0,0.01888286106777806,1,Poor,551-560,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
0,20,0,0,1,0,0,0,1,1,0,1,0,0,1654,3,2.0,0,192.0,0.0613187762271129,49668,0,1,12943.0,1,,526.0,0.003865668035757429,1,Poor,521-530,Very Low (<10%),Target (<36%),<1%,High (10K–15K),1501-2000,1
0,21,0,0,1,0,0,0,0,1,0,0,1,0,1289,2,1.0,0,704.8000000000001,0.0572229734912643,51952,0,0,0.0,0,,600.0,0.013566368955959349,1,Fair,591-600,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,18,0,0,1,0,0,1,0,1,1,0,1,0,430,0,0.0,0,444.8,0.2534320275604839,40253,0,0,0.0,1,,548.0,0.011050108066479518,1,Poor,541-550,Low (10-30%),Target (<36%),1–3%,No debt,<500,1
0,21,0,0,0,0,0,1,0,0,1,0,1,1,2470,0,2.0,0,536.0,0.3620728671662178,53609,0,1,5488.0,0,,649.0,0.00999832117741424,1,Fair,641-650,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),2001-2500,0
1,24,0,0,0,0,0,1,0,0,0,0,0,0,1011,1,1.0,0,349.0,0.2248012997914628,31336,0,0,0.0,0,,,0.011137350012764871,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,22,0,0,1,0,0,0,0,0,0,1,0,0,1735,1,2.0,0,861.0,0.3362522486940689,49543,0,1,7858.0,0,,514.0,0.01737884262156107,1,Poor,511-520,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),1501-2000,0
0,25,0,0,0,0,0,0,1,0,0,0,0,1,1330,3,0.0,0,14.0,0.3656791194750748,20804,0,0,0.0,0,,527.0,0.0006729475100942127,1,Poor,521-530,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
1,24,0,0,1,0,0,0,1,1,0,0,1,0,2605,0,2.0,0,654.0,0.1831677457425335,20365,0,1,5675.0,0,,,0.03211392094279401,1,,,Low (10-30%),Target (<36%),3–5%,Moderate (5K–10K),>2500,0
1,18,0,0,0,0,0,0,1,0,1,0,0,1,1596,1,1.0,0,156.0,0.1211834384530076,29687,0,1,4448.5,0,,,0.005254825344426854,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),1501-2000,0
1,20,0,0,0,0,0,1,1,0,1,0,1,0,1049,3,1.0,0,490.4,0.4175303145521314,46658,1,1,7468.299999999999,0,,,0.010510523382913969,1,,,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),1001-1500,0
1,19,0,0,0,0,0,1,0,0,0,0,0,0,1631,2,0.0,0,230.4,0.2373687490805728,52593,0,0,0.0,0,,,0.004380811134561634,1,,,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2608,0,1.0,0,722.4000000000001,0.3375198578072801,24360,0,0,0.0,0,,507.0,0.029655172413793108,1,Poor,501-510,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
1,24,0,0,0,0,0,0,0,0,0,0,1,1,152,0,2.0,0,939.0,0.1682899190911544,23769,1,0,0.0,0,,,0.03950523791493121,1,,,Low (10-30%),Target (<36%),3–5%,No debt,<500,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2704,2,0.0,0,394.0,0.0,35352,1,0,0.0,0,,584.0,0.011145055442407785,1,Fair,581-590,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
1,19,0,0,0,0,0,0,0,0,0,0,1,0,1198,2,1.0,0,191.2,0.2554632084318656,50277,0,1,2053.8,0,,,0.0038029317580603452,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),1001-1500,0
1,20,0,0,1,0,0,1,0,1,0,1,1,0,2145,0,0.0,0,613.6,0.3236542065751441,33489,0,0,0.0,0,,,0.018322434232135927,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,25,0,0,0,0,0,0,0,1,0,1,0,1,1622,2,1.0,0,11.0,0.2837877006630264,53009,0,0,0.0,1,,576.0,0.00020751193193608634,1,Poor,571-580,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,1
0,23,0,0,0,0,0,1,0,0,0,0,0,1,2554,1,2.0,0,443.0,0.165195123546629,35061,0,0,0.0,0,,669.0,0.01263512164513277,1,Fair,661-670,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,25,0,0,0,0,0,1,0,0,1,0,0,0,2874,2,2.0,1,1673.0,0.1232676712570426,19868,0,0,0.0,0,,503.0,0.0842057580028186,1,Poor,501-510,Low (10-30%),Target (<36%),7–10%,No debt,>2500,0
0,25,0,0,1,0,0,1,0,1,1,0,1,0,199,0,1.0,0,119.0,0.1677564306291136,23933,0,0,0.0,1,,556.0,0.004972214097689383,1,Poor,551-560,Low (10-30%),Target (<36%),<1%,No debt,<500,1
0,24,0,0,0,0,0,0,0,0,1,0,0,0,1298,2,1.0,0,829.0,0.2012081267875134,25017,1,0,0.0,0,,522.0,0.033137466522764523,1,Poor,521-530,Low (10-30%),Target (<36%),3–5%,No debt,1001-1500,0
1,24,0,0,0,0,0,1,0,0,1,0,0,0,2664,2,0.0,0,387.0,0.3616205137188296,40820,0,0,0.0,0,,,0.009480646741793239,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
0,24,0,0,0,0,0,1,1,0,0,0,1,0,490,1,1.0,0,965.0,0.3377235445401195,20064,0,0,0.0,0,,532.0,0.04809609250398724,1,Poor,531-540,Moderate (30-60%),Target (<36%),3–5%,No debt,<500,0
1,19,0,0,0,0,0,1,0,0,0,0,0,0,963,2,1.0,0,221.6,0.2836792780225165,19130,0,1,2882.6,0,,,0.011583899634082592,1,,,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),501-1000,0
1,19,0,0,0,0,0,0,0,0,0,0,1,1,175,0,2.0,0,427.2000000000001,0.2382750995688001,37422,1,0,0.0,0,,,0.011415744749078085,1,,,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,50,2,2.0,0,14.4,0.3265974329696405,19234,1,1,17248.699999999997,0,,,0.0007486742227305813,1,,,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),<500,0
1,18,0,0,0,0,0,1,0,0,1,0,0,0,914,0,2.0,0,96.0,0.0,39207,0,0,0.0,0,,,0.002448542352130997,1,,,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,2879,1,0.0,0,94.4,0.0,29844,0,0,0.0,0,,569.0,0.003163114863959255,1,Poor,561-570,Very Low (<10%),Target (<36%),<1%,No debt,>2500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0.0,0,234.4,0.221917541303814,25894,0,1,8628.9,0,,,0.00905229010581602,1,,,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),1501-2000,0
1,23,0,0,1,0,0,0,0,1,0,0,0,0,830,0,2.0,0,985.0,0.4716482778288982,33990,0,0,0.0,1,,,0.028979111503383347,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,1
0,25,0,0,0,0,0,0,0,0,0,0,1,1,2439,2,1.0,0,281.0,0.1680383638338437,54171,0,0,0.0,0,,645.0,0.0051872773255062675,1,Fair,641-650,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,2389,3,2.0,0,54.0,0.4734568330512768,26833,0,0,0.0,0,,679.0,0.002012447359594529,1,Good,671-680,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2896,2,1.0,0,432.8,0.1576268114337045,37116,0,0,0.0,0,,625.0,0.011660739303804289,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,19,0,0,0,0,0,0,0,0,1,0,1,0,418,2,1.0,0,556.8000000000001,0.1883080422029162,27106,0,0,0.0,0,,530.0,0.02054157751051428,1,Poor,521-530,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
0,20,0,0,0,0,0,1,0,0,1,0,0,0,1460,3,0.0,0,466.4,0.0,24590,0,0,0.0,0,,620.0,0.018967059780398535,1,Fair,611-620,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1861,1,1.0,1,963.2,0.334875127151543,39415,0,0,0.0,0,,,0.024437396930102755,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1051,2,0.0,0,238.4,0.0857341243280272,22318,1,0,0.0,0,,,0.010681960749171073,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,573,2,1.0,0,327.0,0.0974271017505608,23948,0,0,0.0,0,,,0.013654584934023719,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,0
1,21,0,0,1,0,0,0,0,1,0,1,0,0,277,0,2.0,0,578.4,0.0,42312,0,1,15668.8,0,,,0.01366988088485536,1,,,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),<500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,1,812,2,0.0,0,728.0,0.0439129604130507,37947,1,1,11347.0,0,,,0.019184652278177457,1,,,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),501-1000,0
0,24,0,0,0,0,0,1,0,1,1,1,0,0,980,0,2.0,0,262.0,0.1805862830298065,21625,0,0,0.0,1,,571.0,0.012115606936416185,1,Poor,571-580,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,1
0,18,0,0,0,0,0,0,0,0,0,0,0,0,818,0,2.0,0,464.0,0.4975827419802495,30631,1,0,0.0,0,,668.0,0.015148052626424212,1,Fair,661-670,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
0,21,0,0,0,0,0,0,0,0,0,1,1,0,2827,1,2.0,0,529.6,0.3000625881164989,37984,0,1,13284.6,0,,658.0,0.013942712721145747,1,Fair,651-660,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),>2500,0
0,18,0,0,0,0,0,0,0,0,1,0,0,1,1976,0,2.0,0,652.0,0.5050876630898561,52310,1,1,7536.2,0,,545.0,0.01246415599311795,1,Poor,541-550,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),1501-2000,0
0,25,0,0,1,0,0,1,1,1,1,0,1,0,2062,2,0.0,0,246.0,0.1282537018579666,35504,0,1,5370.0,1,,587.0,0.006928796755295178,1,Fair,581-590,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),2001-2500,1
0,25,0,0,0,0,0,0,1,0,1,0,0,0,2547,3,1.0,1,1531.0,0.5412347041818841,20671,0,0,0.0,0,,525.0,0.07406511537903343,1,Poor,521-530,Moderate (30-60%),Target (<36%),7–10%,No debt,>2500,0
1,25,0,0,0,0,0,0,0,0,0,0,1,0,1192,2,1.0,0,923.0,0.43279903095435,38917,0,0,0.0,0,,,0.023717141609065448,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
1,23,0,0,0,0,0,1,0,0,1,0,0,1,582,3,0.0,0,89.0,0.3145130425160612,26598,0,1,13887.0,0,,,0.003346116249342056,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),501-1000,0
0,21,0,0,1,0,0,0,0,1,1,1,0,1,1569,3,1.0,1,1170.4,0.3238348066084894,21331,0,1,2050.3,0,,549.0,0.054868501242323384,1,Poor,541-550,Moderate (30-60%),Target (<36%),5–7%,Low (1K–5K),1501-2000,0
1,20,0,0,0,0,0,0,1,0,0,0,0,1,1087,2,0.0,0,26.4,0.2481625066101031,52952,1,0,0.0,0,,,0.000498564737875812,1,,,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
0,24,0,0,0,0,0,0,1,0,0,0,0,0,2452,3,1.0,0,958.0,0.2010122120249371,44547,1,0,0.0,0,,638.0,0.021505376344086023,1,Fair,631-640,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,21,0,0,1,0,0,0,0,1,0,0,0,0,413,2,2.0,0,630.4000000000001,0.4062812656299234,42355,1,1,3833.2,0,,530.0,0.01488372093023256,1,Poor,521-530,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),<500,0
0,19,0,0,1,0,0,0,1,1,0,1,0,1,411,2,1.0,0,516.8000000000001,0.1105356079356047,35661,1,0,0.0,1,,622.0,0.01449202209696868,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,No debt,<500,1
1,19,0,0,0,0,0,1,1,0,1,0,1,0,2465,3,0.0,0,463.2000000000001,0.4750116070739143,29700,1,1,9761.5,0,,,0.015595959595959599,1,,,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,0
1,24,0,0,0,0,0,0,1,0,0,0,0,0,1214,0,1.0,0,509.0,0.3172536594995285,25649,1,0,0.0,0,,,0.019844828258411634,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1185,1,2.0,0,752.0,0.1896742350199253,34057,0,0,0.0,0,,553.0,0.022080629532842,1,Poor,551-560,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
1,20,0,0,0,0,0,1,0,0,1,0,0,0,1454,0,1.0,0,670.4000000000001,0.4038827060745524,23171,0,1,13594.7,0,,,0.02893271762116439,1,,,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1785,1,1.0,1,609.6,0.0,29447,1,0,0.0,0,,647.0,0.020701599483818386,1,Fair,641-650,Very Low (<10%),Target (<36%),1–3%,No debt,1501-2000,0
1,19,0,0,1,0,0,0,1,1,0,1,1,0,1375,1,1.0,0,287.2,0.1133674403037021,45260,0,1,11708.2,0,,,0.006345558992487847,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),1001-1500,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1273,1,0.0,0,613.0,0.2180758212448163,50471,1,0,0.0,0,,533.0,0.012145588555804323,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,23,0,0,0,0,0,1,0,0,0,0,0,1,1377,0,2.0,0,981.0,0.3679404545367449,34130,0,0,0.0,0,,544.0,0.028743041312628188,1,Poor,541-550,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
0,22,0,0,0,0,0,1,0,0,1,0,0,0,783,1,0.0,1,1045.0,0.3253581575175156,35007,0,0,0.0,0,,629.0,0.029851172622618334,1,Fair,621-630,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
1,23,0,0,0,0,0,1,0,0,1,0,0,0,1324,0,2.0,0,853.0,0.6009824315889996,38967,0,0,0.0,0,,,0.021890317448097107,1,,,High (60-100%),Target (<36%),1–3%,No debt,1001-1500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1937,0,1.0,0,52.0,0.359107336876365,18307,0,0,0.0,0,,,0.0028404435461845197,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
1,19,0,0,0,0,0,0,0,0,0,0,0,1,1960,0,1.0,0,715.2,0.4526111999199194,25056,0,1,11363.8,0,,,0.028544061302681993,1,,,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,648,2,1.0,0,139.0,0.054045728249373,37337,0,0,0.0,0,,538.0,0.003722848648793422,1,Poor,531-540,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
1,18,0,0,0,0,0,1,1,0,1,0,1,0,2406,1,0.0,0,195.2,0.5917348336040922,42232,1,1,8436.4,0,,,0.004622087516575109,1,,,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),2001-2500,0
0,21,0,0,1,0,0,0,0,1,0,1,0,0,1183,0,0.0,0,704.8000000000001,0.42918230877229,28961,1,1,10856.3,1,,606.0,0.024336176237008393,1,Fair,601-610,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1001-1500,1
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2769,3,0.0,0,603.2,0.0910402098123865,46688,0,0,0.0,0,,,0.012919808087731324,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,1657,2,2.0,0,589.0,0.0804123060658717,25645,0,1,9925.0,0,,603.0,0.022967440046792745,1,Fair,601-610,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),1501-2000,0
0,24,0,0,0,0,0,1,0,0,1,0,1,0,2281,2,0.0,0,323.0,0.3844360619503685,53745,1,0,0.0,0,,600.0,0.006009861382454182,1,Fair,591-600,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,0
0,20,0,0,0,0,0,1,0,0,0,0,0,0,1891,3,1.0,1,1416.0,0.3732486737289806,25076,0,1,7449.4,0,,590.0,0.05646833625777636,1,Fair,581-590,Moderate (30-60%),Target (<36%),5–7%,Moderate (5K–10K),1501-2000,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,166,1,2.0,1,1588.8000000000002,0.2058689640667505,51427,1,0,0.0,0,,,0.030894277325140496,1,,,Low (10-30%),Target (<36%),3–5%,No debt,<500,0
0,22,0,0,0,0,0,0,0,1,0,0,1,0,1029,1,1.0,0,320.0,0.3998597450625162,41279,0,0,0.0,1,,571.0,0.007752125778240752,1,Poor,571-580,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,1
